experiment_id,model,mode,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,1,Core Java,What is the difference between the == operator and the equals() method?,"The == operator compares references — it checks whether two objects point to the same memory location. The equals() method compares the values of objects. For primitive types like int or char, == compares values because primitives have no references.",correct,correct,0.85,correct,True,"The candidate demonstrates a solid basic understanding of the difference between == and equals(). The core concepts are correctly stated. However, the answer lacks depth — a stronger answer would mention that equals() in the Object class defaults to reference comparison and must be overridden to provide value-based comparison (as done in String, Integer, etc.). Mentioning the contract between equals() and hashCode() would also show deeper Java knowledge. Overall, a good foundational answer but missing important nuances expected even at a junior level.",Correctly explains that == compares references (memory addresses) for objects; Correctly explains that equals() compares the logical/semantic values of objects; Correctly notes that == compares values directly for primitive types,"Did not mention that equals() is inherited from Object class and by default also compares references unless overridden; Did not provide an example of a class that overrides equals() such as String, Integer, etc.; Did not mention the importance of overriding hashCode() when overriding equals(); Did not mention the risk of NullPointerException when calling equals() on a null reference; Could have given a concrete code example to illustrate the difference (e.g., String s1 = new String('hello') vs String s2 = new String('hello'))",9558,2026-05-12T15:28:41.404555,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,2,Core Java,What is Optional and what problem does it solve?,"Optional is a container that may or may not hold a value. It was introduced in Java 8 to reduce NullPointerExceptions — instead of returning null from a method, we return an Optional and force the caller to explicitly handle the absence of a value using isPresent(), orElse(), or map().",correct,correct,0.78,correct,True,"The candidate gives a solid, concise answer that covers the essential purpose of Optional and demonstrates practical knowledge of its usage. The explanation is technically correct and shows understanding of the problem it solves. However, the answer is somewhat surface-level for a complete picture — a stronger answer would mention the factory methods (of, ofNullable, empty), more of the functional-style methods (ifPresent, orElseThrow, flatMap), and ideally note best practices around when to use Optional (return types vs parameters/fields). Still, this is a good foundational answer for a junior developer.","Correctly identifies Optional as a container object introduced in Java 8; Accurately states the core problem it solves: reducing NullPointerExceptions; Mentions the key pattern of returning Optional instead of null; Lists concrete methods: isPresent(), orElse(), map()","No mention of ifPresent(), orElseGet(), orElseThrow(), or flatMap() which are commonly used; Did not mention that Optional is in java.util package; No mention that Optional should primarily be used as a return type, not as method parameters or fields; Did not discuss the semantic benefit of making the API contract explicit — the type system communicates that a value may be absent; No mention of Optional.of(), Optional.ofNullable(), Optional.empty() factory methods; Did not mention potential misuse patterns (e.g., calling get() without checking, which can still throw NoSuchElementException)",8743,2026-05-12T15:28:50.448528,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,3,Core Java,What does the synchronized keyword mean?,synchronized locks access to a method or code block so that only one thread can execute it at a time. This prevents race conditions — situations where two threads simultaneously modify the same variable and the result depends on the order of execution.,correct,correct,0.72,correct,True,"The candidate demonstrates a basic but correct understanding of synchronized — they know it prevents concurrent access and understand race conditions. However, the answer lacks depth expected even at a junior level. Key missing points include the underlying monitor/intrinsic lock mechanism, the difference between instance and static synchronized methods, and importantly the memory visibility guarantee that synchronized provides (happens-before). A stronger answer would also mention that synchronized blocks require specifying a lock object. The answer is accurate but surface-level.",Correctly identifies that synchronized restricts access to one thread at a time; Correctly mentions it can be applied to methods or code blocks; Correctly explains the concept of race conditions and why synchronized prevents them,"No mention of the monitor/intrinsic lock mechanism — every Java object has a built-in monitor lock; No distinction between instance-level locking (locks on 'this') and class-level locking (locks on the Class object) for static methods; No mention of memory visibility guarantees — synchronized also ensures changes made by one thread are visible to other threads (happens-before relationship); No mention of synchronized blocks requiring an explicit lock object (e.g., synchronized(this) or synchronized(someObject)); No mention of potential downsides such as performance overhead or risk of deadlock",7289,2026-05-12T15:28:58.038909,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,4,Core Java,What is the Garbage Collector and how does it work?,The GC is a JVM mechanism that automatically frees heap memory occupied by objects that no longer have any live references. It runs in the background and is triggered by the JVM — the programmer does not need to manually deallocate memory as in C++.,correct,correct,0.35,partial,False,"The candidate provides a basic, high-level definition of the Garbage Collector that is technically correct but extremely shallow. While the core concept is right — GC automatically reclaims heap memory for unreachable objects — a Junior Java Developer is expected to know considerably more detail. Missing are the generational model (Young/Old generations, Eden/Survivor spaces), the fundamental GC phases (Mark, Sweep, Compact), the concept of GC roots for determining reachability, stop-the-world pauses, and at least a mention of common collectors like Serial, Parallel, or G1. The answer reads more like a one-sentence definition than a technical explanation of how GC actually works.",Correctly identifies GC as a JVM mechanism for automatic memory management; Correctly states it operates on the heap; Correctly mentions it frees objects with no live references; Correctly contrasts with manual memory management in C++,"Generational garbage collection (Young Generation, Old/Tenured Generation, PermGen/Metaspace); GC phases: Mark, Sweep, Compact; Minor GC vs Major GC vs Full GC; Common GC algorithms/collectors: Serial, Parallel, G1, ZGC, Shenandoah; Eden space, Survivor spaces (S0/S1) and object promotion; Stop-the-world pauses and their impact on application performance; Reachability and GC roots (stack references, static fields, JNI references); finalize() method and its deprecation; How GC is triggered (allocation failure, explicit System.gc() hint); Soft, Weak, and Phantom references and their interaction with GC",9069,2026-05-12T15:29:07.408764,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,5,Core Java,What is a functional interface?,A functional interface has exactly one abstract method. This allows it to be used as a target type for a lambda. We can annotate it with @FunctionalInterface so the compiler enforces this requirement. It may have any number of default and static methods.,correct,correct,0.95,correct,True,"This is a strong, concise, and technically accurate answer for a Junior Java Developer. The candidate covers all the core aspects of functional interfaces: the SAM requirement, lambda compatibility, the @FunctionalInterface annotation, and the allowance of default/static methods. Minor additions like mentioning method references as another use case or the java.util.function package examples would have made it even more complete, but overall this demonstrates solid understanding of the concept.",Correctly identifies that a functional interface has exactly one abstract method (SAM - Single Abstract Method); Correctly explains the relationship with lambda expressions as target types; Mentions the @FunctionalInterface annotation and its purpose of compiler enforcement; Correctly notes that default and static methods are allowed without violating the contract,"Could mention that methods inherited from java.lang.Object (like equals, hashCode) do not count toward the abstract method count; Could mention built-in functional interfaces from java.util.function package (e.g., Predicate, Function, Consumer, Supplier); Could mention that functional interfaces can also be used as targets for method references",5815,2026-05-12T15:29:13.525236,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,6,Core Java,What are the access modifiers in Java and how do they differ?,Java has four access modifiers: public — visible everywhere; protected — visible within the same package and in subclasses; package-private (no keyword) — visible only within the package; private — visible only within the same class.,correct,correct,0.9,correct,True,"The candidate provided a concise and technically accurate summary of all four access modifiers in Java. The core definitions are correct. To improve the answer, the candidate could elaborate on the nuance that 'protected' allows subclass access even across different packages, and mention that top-level classes cannot be declared private or protected. Overall, this is a solid answer for a Junior Java Developer position.",Correctly identified all four access levels in Java; Accurately described public as visible everywhere; Correctly explained protected as visible within the same package and subclasses; Correctly described package-private (default) as visible only within the package; Correctly described private as visible only within the same class; Properly noted that package-private has no keyword,"Did not mention that protected also allows access from subclasses in different packages (a nuance worth clarifying); Did not mention that access modifiers apply to classes, methods, and fields differently (e.g., top-level classes can only be public or package-private); Did not discuss the typical use cases or best practices for each modifier",6057,2026-05-12T15:29:19.883324,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,7,OOP,What is the Open/Closed Principle?,"OCP states that classes should be open for extension but closed for modification. This means new behaviour is added by implementing an interface or through inheritance, not by changing existing code. A classic example is the Strategy pattern — instead of adding if-else branches to a class, we create a new implementation of an interface.",correct,correct,0.9,correct,True,"This is a strong answer for a Junior Java Developer level. The candidate clearly understands the principle and can articulate it with a practical design pattern example (Strategy pattern), which demonstrates applied knowledge rather than just memorized definitions. Minor improvements would include mentioning specific Java API examples that embody OCP and acknowledging the role of abstraction more explicitly. Overall, a confident and technically sound response.","Correctly states the core definition of OCP: open for extension, closed for modification; Understands the practical implication of avoiding modification of existing code; Provides a concrete and relevant example using the Strategy pattern; Correctly identifies that new behavior should come through interface implementation or inheritance; Mentions the anti-pattern (if-else branches) that OCP helps avoid","Could mention abstraction layers more explicitly (abstract classes, interfaces as the mechanism enabling OCP); No mention of the SOLID acronym context or who coined the principle (Bertrand Meyer, popularized by Robert Martin); Could elaborate on real-world Java examples such as java.util.Comparator or Collections framework; Did not mention potential downsides or trade-offs (e.g., over-engineering with too many abstractions)",7579,2026-05-12T15:29:27.763364,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,8,OOP,What is abstraction in object-oriented programming?,"Abstraction is about hiding implementation details and exposing only the interface. In Java it is achieved through abstract classes and interfaces. We focus on 'what' an object does rather than 'how' it does it — for example, Collections.sort() — I don't know how it sorts internally, but I know how to use it.",correct,correct,0.82,correct,True,"The candidate demonstrates a solid foundational understanding of abstraction with a correct definition and appropriate Java-specific mechanisms. The Collections.sort() example is a good practical illustration. However, the answer lacks depth on the technical distinctions between abstract classes and interfaces (e.g., abstract classes allow partial abstraction while interfaces traditionally enforce full abstraction), and does not elaborate on abstract methods or how they enforce contracts. For a junior developer, this is a competent answer but could be strengthened with more technical specifics.",Correctly defines abstraction as hiding implementation details and exposing only the interface; Correctly identifies both abstract classes and interfaces as Java mechanisms for abstraction; Good conceptual framing of 'what' vs 'how' distinction; Practical real-world example with Collections.sort() demonstrates applied understanding,Did not mention the difference between abstract classes and interfaces in terms of abstraction (partial vs full abstraction); No mention of abstract methods and how they enforce contracts in subclasses; Did not discuss access modifiers or encapsulation's relationship to abstraction; Could have mentioned Java 8+ default methods in interfaces which blur the line slightly; No mention of how abstraction reduces complexity and increases reusability/maintainability,7058,2026-05-12T15:29:35.122747,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,9,Core Java,"What is the difference between String, StringBuilder, and StringBuffer?","String is immutable — every change creates a new object. StringBuilder and StringBuffer are mutable, so they are faster when making multiple modifications. Both are used in a similar way.",partial,partial,0.55,partial,True,"The candidate demonstrates a basic understanding of mutability differences, which is the core concept. However, the answer is incomplete for a Junior Developer level. The most critical missing point is the thread-safety distinction between StringBuilder and StringBuffer — this is typically the primary reason these two classes exist as separate entities and is almost always expected in an interview answer. The candidate should also mention that StringBuffer's synchronization makes it slower than StringBuilder, and provide guidance on when to use each class.",Correctly identified that String is immutable and creates new objects on modification; Correctly identified that StringBuilder and StringBuffer are mutable; Correctly noted that mutable classes are faster for multiple modifications,"Thread safety: StringBuffer is synchronized (thread-safe), StringBuilder is not synchronized (not thread-safe); Performance difference between StringBuilder and StringBuffer: StringBuilder is faster due to lack of synchronization overhead; String pool and interning behavior of String literals; When to use each: StringBuilder for single-threaded scenarios, StringBuffer for multi-threaded scenarios; Both StringBuilder and StringBuffer extend AbstractStringBuilder; String concatenation with + operator and how the compiler may optimize it using StringBuilder",8087,2026-05-12T15:29:43.510641,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,10,Core Java,What is the Stream API?,"The Stream API is used for processing collections. It allows filtering, sorting, and mapping elements. It has been available since Java 8.",partial,partial,0.3,partial,True,"The candidate has a very basic surface-level understanding of the Stream API. While the answer is not incorrect, it lacks almost all technical depth expected even for a junior developer. A good answer should explain the pipeline model (source → intermediate operations → terminal operation), the difference between intermediate and terminal operations, lazy evaluation, immutability of the source, and ideally mention parallel streams. The candidate should study the Stream API more thoroughly, including how operations are chained and how terminal operations trigger execution.","Correctly identifies that Stream API is used for processing collections; Mentions key operations: filtering, sorting, and mapping; Correctly states it was introduced in Java 8","No mention of lazy evaluation / lazy execution of intermediate operations; No distinction between intermediate operations (filter, map, sorted) and terminal operations (collect, forEach, reduce, count); No mention that streams do not modify the original data source; No mention of the pipeline concept; No mention of parallel streams and parallel processing capability; No mention of functional programming style / lambda expressions integration; No mention of common terminal operations like collect(), reduce(), forEach(); No mention that a stream can only be consumed once; No mention of Stream sources beyond collections (arrays, I/O channels, generator functions)",7370,2026-05-12T15:29:51.180933,
